state_po,topic,lvl,month,pct
NM,Companionship & General Conversation,2,may,1.98
OH,Companionship & General Conversation,2,may,1.9
IN,Companionship & General Conversation,2,may,2.02
CA,Companionship & General Conversation,2,may,1.46
LA,Companionship & General Conversation,2,may,2
AL,Companionship & General Conversation,2,may,2.04
NH,Companionship & General Conversation,2,may,1.91
CO,Companionship & General Conversation,2,may,1.53
CT,Homework,1,may,5.1
MA,Homework,1,may,5.55
WA,Homework,1,may,4.92
NH,Homework,1,may,5.08
CO,Homework,1,may,2.81
ME,Homework,1,may,4.52
VA,Homework,1,may,5.34
CA,Loyalty programs,0,may,0.06
FL,Loyalty programs,0,may,0.06
TX,Loyalty programs,0,may,0.05
WA,Nature and materials,1,may,0.13
FL,Nature and materials,1,may,0.09
VA,Nature and materials,1,may,0.08
OH,Nature and materials,1,may,0.18
PA,School admissions,0,may,0.17
MI,School admissions,0,may,0.13
MA,Persistent knowledge systems,0,may,0.08
FL,Persistent knowledge systems,0,may,0.14
TN,Persistent knowledge systems,0,may,0.13
DC,Code design,1,may,0.9
WI,Code design,1,may,1.28
NM,Code design,1,may,1.29
GA,Code design,1,may,0.98
OR,Code design,1,may,1.08
NC,Code design,1,may,1.09
VT,Code design,1,may,1.78
MI,Code design,1,may,1.18
AZ,Code design,1,may,1.12
MS,Code design,1,may,1.06
MA,Backtesting,0,may,0.06
NC,Conversation and meeting intelligence,1,may,0.42
OR,Conversation and meeting intelligence,1,may,0.28
VA,Conversation and meeting intelligence,1,may,0.29
TX,Conversation and meeting intelligence,1,may,0.43
CO,Conversation and meeting intelligence,1,may,0.54
MA,Conversation and meeting intelligence,1,may,0.37
OK,Conversation and meeting intelligence,1,may,0.42
FL,Conversation and meeting intelligence,1,may,0.34
MN,Conversation and meeting intelligence,1,may,0.37
PA,Legal documents,0,may,0.06
CO,Legal documents,0,may,0.12
AL,Document generation,0,may,0.57
AZ,Document generation,0,may,0.53
CO,Document generation,0,may,0.35
NV,Document generation,0,may,0.34
TN,Document generation,0,may,0.49
LA,Document generation,0,may,0.53
SC,Document generation,0,may,0.41
UT,Document generation,0,may,0.42
NJ,Workout programming,0,may,0.54
UT,Workout programming,0,may,0.5
NH,Workout programming,0,may,0.5
HI,Workout programming,0,may,0.6
SC,Workout programming,0,may,0.46
NV,Workout programming,0,may,0.5
TN,Media recommendations,0,may,0.14
MD,Media recommendations,0,may,0.11
PA,Media recommendations,0,may,0.14
OR,Media recommendations,0,may,0.14
WA,Media recommendations,0,may,0.12
CO,Media recommendations,0,may,0.15
WA,Profile optimization,0,may,0.29
PA,Profile optimization,0,may,0.24
NV,Profile optimization,0,may,0.22
CA,Profile optimization,0,may,0.31
TX,Companionship & General Conversation,2,may,1.5
NJ,Companionship & General Conversation,2,may,1.38
MN,Companionship & General Conversation,2,may,2.04
AR,Companionship & General Conversation,2,may,1.59
ID,Companionship & General Conversation,2,may,1.36
IL,Companionship & General Conversation,2,may,1.61
MN,Homework,1,may,4.31
UT,Homework,1,may,2.95
DE,Homework,1,may,4.68
MD,Homework,1,may,5.5
KS,Workout programming,0,may,0.6
CT,Workout programming,0,may,0.64
OH,Workout programming,0,may,0.53
PR,Workout programming,0,may,0.81
DE,Workout programming,0,may,0.62
AZ,Workout programming,0,may,0.48
NY,Fluency coaching,0,may,0.02
MD,Outdoor and garden,1,may,0.81
TX,Outdoor and garden,1,may,0.64
RI,Outdoor and garden,1,may,0.8
NY,Outdoor and garden,1,may,0.5
DC,Outdoor and garden,1,may,0.42
AZ,Outdoor and garden,1,may,0.51
IN,Outdoor and garden,1,may,0.83
NH,Outdoor and garden,1,may,1.1
WI,Practice quiz generation,0,may,0.25
VA,Practice quiz generation,0,may,0.36
NC,Practice quiz generation,0,may,0.26
MN,Practice quiz generation,0,may,0.19
CA,Practice quiz generation,0,may,0.25
OR,Practice quiz generation,0,may,0.17
AZ,Practice quiz generation,0,may,0.33
RI,Practice quiz generation,0,may,0.8
CA,Workflow modeling,0,may,0.04
LA,Editing and rewriting,1,may,1.19
VA,Editing and rewriting,1,may,1.42
NV,Editing and rewriting,1,may,1.37
AL,Editing and rewriting,1,may,1.49
WI,Editing and rewriting,1,may,1.46
MT,Editing and rewriting,1,may,1.61
DE,Editing and rewriting,1,may,1.56
OR,Editing and rewriting,1,may,1.47
TX,Document review,0,may,0.29
VA,Document review,0,may,0.36
PA,Document review,0,may,0.31
IL,Document review,0,may,0.31
CO,Document review,0,may,0.32
TN,Document review,0,may,0.38
MN,Document review,0,may,0.22
TX,Legal education,0,may,0.1
IL,Legal education,0,may,0.22
FL,Publishing strategy,0,may,0.1
PA,Publishing strategy,0,may,0.09
MA,Clothing retail,0,may,0.24
PA,Clothing retail,0,may,0.14
CO,Clothing retail,0,may,0.15
MD,Clothing retail,0,may,0.15
CA,Structured web copy,0,may,0.19
CT,Structured web copy,0,may,0.21
NJ,Structured web copy,0,may,0.21
PA,Structured web copy,0,may,0.28
IL,Structured web copy,0,may,0.2
NY,Structured web copy,0,may,0.23
GA,Structured web copy,0,may,0.28
OK,Promotional writing,1,may,3.79
IN,Promotional writing,1,may,3.9
KS,Promotional writing,1,may,3.25
RI,Promotional writing,1,may,3.48
CO,Promotional writing,1,may,4.34
NV,Promotional writing,1,may,5.05
AL,Promotional writing,1,may,3.65
WI,Promotional writing,1,may,3.51
MO,Promotional writing,1,may,3.92
PR,Promotional writing,1,may,3.83
CA,Promotional writing,1,may,3.58
TX,Promotional writing,1,may,3.91
MN,Promotional writing,1,may,3.48
MA,Spoken writing,1,may,0.41
KS,Spoken writing,1,may,0.57
AR,Spoken writing,1,may,0.69
MO,Spoken writing,1,may,0.45
AL,Spoken writing,1,may,0.55
LA,Spoken writing,1,may,0.45
NV,Spoken writing,1,may,0.29
FL,Spoken writing,1,may,0.33
IA,Spoken writing,1,may,0.51
NY,Spoken writing,1,may,0.37
NY,Beauty appointments,0,may,0.04
CO,Education pathways,1,may,0.22
OR,Education pathways,1,may,0.24
CO,Politics,0,may,0.15
MN,Politics,0,may,0.18
CA,Visual verification,0,may,0.02
WA,Food safety,0,may,0.11
AZ,Food safety,0,may,0.09
CO,Food safety,0,may,0.15
MI,Data analysis,1,may,0.66
CT,Data analysis,1,may,0.94
TN,Data analysis,1,may,0.76
IL,Data analysis,1,may,0.88
GA,Data analysis,1,may,0.68
CA,Financial reporting,0,may,0.04
TX,Financial reporting,0,may,0.06
FL,Calculus,0,may,0.03
TX,Calculus,0,may,0.09
NC,Software recommendations,0,may,0.1
FL,Nautical travel,0,may,0.04
KY,Feature implementation,0,may,0.9
VA,Feature implementation,0,may,0.72
WI,Feature implementation,0,may,0.67
NH,Feature implementation,0,may,0.9
NC,Feature implementation,0,may,0.66
WA,Feature implementation,0,may,0.61
PA,Feature implementation,0,may,0.75
PR,Feature implementation,0,may,0.75
ID,Feature implementation,0,may,0.84
GA,Feature implementation,0,may,0.66
AR,Feature implementation,0,may,1.1
OH,Feature implementation,0,may,0.83
IA,Feature implementation,0,may,0.74
MD,Feature implementation,0,may,0.61
WA,Computer architecture,0,may,0.06
OK,Document analysis,0,may,0.56
TX,Document analysis,0,may,0.55
MO,Document analysis,0,may,0.4
PA,Document analysis,0,may,0.49
OH,Document analysis,0,may,0.43
GA,Document analysis,0,may,0.4
TN,Fantasy sports,0,may,0.15
PA,Fantasy sports,0,may,0.21
VA,Fantasy sports,0,may,0.15
AZ,Fantasy sports,0,may,0.13
CA,Fantasy sports,0,may,0.09
TX,Fantasy sports,0,may,0.09
NY,Ad campaigns,1,may,0.04
NJ,Sales and revenue ops — other,1,may,0.32
TN,Sales and revenue ops — other,1,may,0.46
CO,Sales and revenue ops — other,1,may,0.36
NV,Sales and revenue ops — other,1,may,0.31
VA,Sales and revenue ops — other,1,may,0.25
CA,Entity detection,1,may,0.02
TN,Post copywriting,0,may,1.64
LA,Post copywriting,0,may,1.38
IL,Post copywriting,0,may,1.27
CA,Post copywriting,0,may,1.27
AL,Post copywriting,0,may,1.44
WA,Post copywriting,0,may,1.01
UT,Post copywriting,0,may,1.31
MA,Post copywriting,0,may,1.12
AR,Post copywriting,0,may,1.41
ME,Post copywriting,0,may,1.12
TX,Trade setup analysis,0,may,0.09
NJ,Taxation,0,may,0.13
GA,Taxation,0,may,0.15
WA,Taxation,0,may,0.15
AZ,Taxation,0,may,0.12
MI,Taxation,0,may,0.15
MD,Nature and materials,1,may,0.09
TX,Nature and materials,1,may,0.1
MA,Nature and materials,1,may,0.12
PA,Nature and materials,1,may,0.1
NC,Nature and materials,1,may,0.13
UT,Nature and materials,1,may,0.2
OH,School admissions,0,may,0.13
WA,School admissions,0,may,0.12
AZ,School admissions,0,may,0.13
WA,Persistent knowledge systems,0,may,0.13
GA,Persistent knowledge systems,0,may,0.13
NJ,Persistent knowledge systems,0,may,0.08
IA,Code design,1,may,1.38
ME,Code design,1,may,0.79
HI,Code design,1,may,0.82
MN,Code design,1,may,1.03
DE,Code design,1,may,0.62
IN,Code design,1,may,0.99
ID,Code design,1,may,1.08
KY,Code design,1,may,0.8
NY,Code design,1,may,0.87
CA,Employee benefits,0,may,0.01
VA,Backtesting,0,may,0.09
NY,Backtesting,0,may,0.09
SC,Conversation and meeting intelligence,1,may,0.47
CA,Conversation and meeting intelligence,1,may,0.38
LA,Conversation and meeting intelligence,1,may,0.4
UT,Conversation and meeting intelligence,1,may,0.59
MD,Conversation and meeting intelligence,1,may,0.3
GA,Legal documents,0,may,0.07
CA,Legal documents,0,may,0.11
VA,Document generation,0,may,0.43
DC,Document generation,0,may,0.27
MI,Document generation,0,may,0.46
MO,Document generation,0,may,0.34
FL,Document generation,0,may,0.48
CA,Document generation,0,may,0.31
OK,Document generation,0,may,0.56
OH,Document generation,0,may,0.37
MA,Word games,0,may,0.08
CA,Venues and tournaments,0,may,0.02
ID,Workout programming,0,may,0.62
WA,Workout programming,0,may,0.64
MI,Workout programming,0,may,0.55
IL,Workout programming,0,may,0.56
GA,Workout programming,0,may,0.55
TX,Fluency coaching,0,may,0.02
KS,Outdoor and garden,1,may,0.95
CT,Outdoor and garden,1,may,1.1
UT,Outdoor and garden,1,may,0.87
MO,Outdoor and garden,1,may,0.87
WI,Outdoor and garden,1,may,1.49
MA,Practice quiz generation,0,may,0.31
GA,Practice quiz generation,0,may,0.26
NY,Practice quiz generation,0,may,0.32
NJ,Practice quiz generation,0,may,0.33
IN,Practice quiz generation,0,may,0.41
NV,Practice quiz generation,0,may,0.19
MO,Editing and rewriting,1,may,1.63
GA,Editing and rewriting,1,may,1.08
DC,Editing and rewriting,1,may,2.39
UT,Editing and rewriting,1,may,1.22
AK,Editing and rewriting,1,may,2.01
MA,Editing and rewriting,1,may,1.67
OK,Editing and rewriting,1,may,1.35
PR,Document review,0,may,0.54
IN,Document review,0,may,0.4
TX,Publishing strategy,0,may,0.07
NY,Publishing strategy,0,may,0.08
TX,Clothing retail,0,may,0.15
OH,Clothing retail,0,may,0.2
AZ,Clothing retail,0,may,0.09
WA,Clothing retail,0,may,0.18
FL,Clothing retail,0,may,0.11
VA,Structured web copy,0,may,0.36
FL,Game community tooling,0,may,0.03
NM,Promotional writing,1,may,3.79
MA,Promotional writing,1,may,2.82
ID,Promotional writing,1,may,6
NJ,Promotional writing,1,may,3.47
PA,Promotional writing,1,may,3.62
SD,Promotional writing,1,may,5.24
IA,Promotional writing,1,may,3.92
PR,Spoken writing,1,may,0.51
PA,Spoken writing,1,may,0.38
GA,Spoken writing,1,may,0.45
NC,Spoken writing,1,may,0.4
NJ,Spoken writing,1,may,0.32
VA,Spoken writing,1,may,0.45
MI,Spoken writing,1,may,0.35
UT,Education pathways,1,may,0.17
NC,Education pathways,1,may,0.3
MN,Education pathways,1,may,0.28
WI,Education pathways,1,may,0.33
MO,Education pathways,1,may,0.22
IN,Politics,0,may,0.15
UT,Politics,0,may,0.15
VA,Politics,0,may,0.19
CO,Rubric evaluation,0,may,0.12
FL,Rubric evaluation,0,may,0.1
TX,Rubric evaluation,0,may,0.12
WA,Rubric evaluation,0,may,0.09
MA,Rubric evaluation,0,may,0.16
NY,Rubric evaluation,0,may,0.14
FL,Data record lookup,0,may,0.13
CA,Model deployment,0,may,0.05
MA,Customer support and service,1,may,0.4
FL,Customer support and service,1,may,0.61
OR,Customer support and service,1,may,0.34
MN,Customer support and service,1,may,0.57
AL,Customer support and service,1,may,0.84
NY,Customer support and service,1,may,0.45
TX,Video retrieval,0,may,0.02
GA,Status lookup,0,may,0.07
MI,Status lookup,0,may,0.11
CA,Status lookup,0,may,0.09
CA,Embedded and hardware,0,may,0.02
CA,Document processing and extraction — other,1,may,0.02
VA,Itinerary planning,0,may,0.67
OR,Itinerary planning,0,may,0.44
DE,Itinerary planning,0,may,0.66
MA,Itinerary planning,0,may,0.73
AR,Itinerary planning,0,may,0.69
GA,Itinerary planning,0,may,0.84
WI,Itinerary planning,0,may,0.42
OH,Itinerary planning,0,may,0.57
DC,Server infrastructure,1,may,0.59
MD,Server infrastructure,1,may,0.84
NE,Server infrastructure,1,may,0.67
AK,Server infrastructure,1,may,1.9
MI,Self-hosting,0,may,0.17
WA,Self-hosting,0,may,0.2
PA,Self-hosting,0,may,0.16
VA,Self-hosting,0,may,0.17
NY,Relocation,0,may,0.18
SC,Relocation,0,may,0.26
WA,Relocation,0,may,0.19
MN,Relocation,0,may,0.18
PA,Fashion shopping,1,may,0.53
WI,Fashion shopping,1,may,0.54
UT,Fashion shopping,1,may,0.43
OK,Fashion shopping,1,may,0.67
MN,Fashion shopping,1,may,0.51
CA,Scholar discovery,0,may,0.02
MO,Science,1,may,0.62
UT,Science,1,may,0.36
IN,Science,1,may,0.74
DE,Science,1,may,0.62
FL,Science,1,may,0.31
ME,Science,1,may,0.7
LA,Science,1,may,0.53
SC,Trivia identification,0,may,0.24
UT,Trivia identification,0,may,0.2
TX,Trivia identification,0,may,0.12
OH,Trivia identification,0,may,0.13
GA,Trivia identification,0,may,0.1
CA,Trivia identification,0,may,0.15
IL,Trivia identification,0,may,0.16
HI,Nutrition,0,may,0.41
FL,Nutrition,0,may,0.48
DE,Nutrition,0,may,0.62
CA,Nutrition,0,may,0.56
AL,Nutrition,0,may,0.38
MI,Nutrition,0,may,0.44
OK,Nutrition,0,may,0.42
OR,Nutrition,0,may,0.64
MN,Nutrition,0,may,0.57
AZ,Nutrition,0,may,0.47
NV,Nutrition,0,may,0.43
PA,Nutrition,0,may,0.52
WA,Education and learning — other,1,may,0.54
DE,Education and learning — other,1,may,0.78
FL,Education and learning — other,1,may,0.56
NC,Education and learning — other,1,may,0.51
RI,Education and learning — other,1,may,0.84
AZ,Social science research,0,may,0.1
OR,Social science research,0,may,0.17
MN,Social science research,0,may,0.17
PA,Document summarization,0,may,0.29
NJ,Document summarization,0,may,0.35
VA,Document summarization,0,may,0.33
GA,Document summarization,0,may,0.3
IL,Document summarization,0,may,0.35
TX,Casual conversation,0,may,0.98
MA,Casual conversation,0,may,1.06
NY,Casual conversation,0,may,1.05
NJ,Casual conversation,0,may,0.92
OR,Casual conversation,0,may,1.11
AZ,Casual conversation,0,may,0.87
PA,Casual conversation,0,may,1.15
WI,Casual conversation,0,may,1.14
VA,Casual conversation,0,may,0.89
NM,Casual conversation,0,may,1.33
OH,Casual conversation,0,may,1.19
CA,Security reporting,0,may,0.01
IL,Workflow state routing,0,may,0.13
NJ,Go-to-market,0,may,0.26
TX,Go-to-market,0,may,0.24
CO,Go-to-market,0,may,0.25
GA,Threat detection,1,may,0.07
NY,Environment setup,0,may,0.12
TX,Environment setup,0,may,0.14
PA,PDF editing,0,may,0.13
MD,PDF editing,0,may,0.14
MA,Slide editing,0,may,0.09
CA,Slide editing,0,may,0.12
WA,Payroll benefits,0,may,0.07
WA,Restaurant recommendations,0,may,0.13
AZ,Restaurant recommendations,0,may,0.17
CT,Restaurant recommendations,0,may,0.21
NY,Restaurant recommendations,0,may,0.15
PA,Restaurant recommendations,0,may,0.12
KS,Home renovation,1,may,1.13
FL,Home renovation,1,may,0.66
VT,Home renovation,1,may,1.19
MA,Home renovation,1,may,0.82
MN,Home renovation,1,may,1.22
CT,Home renovation,1,may,0.94
LA,Home renovation,1,may,0.75
AZ,Home renovation,1,may,0.69
CA,Legal profession,0,may,0.12
NC,Legal profession,0,may,0.06
WA,Version control,0,may,0.08
PA,Job interviews,0,may,0.5
MA,Job interviews,0,may,0.43
MI,Job interviews,0,may,0.45
OR,Job interviews,0,may,0.31
IL,Appliance cooking,0,may,0.12
MI,Appliance cooking,0,may,0.11
WA,Appliance cooking,0,may,0.13
FL,Enterprise IT administration,0,may,0.03
TX,Enterprise IT administration,0,may,0.05
CA,Combinatorics,0,may,0.02
CO,Geography,0,may,0.09
CA,Geography,0,may,0.07
PA,Geography,0,may,0.07
FL,Geography,0,may,0.07
AZ,Naming,0,may,0.24
NC,Naming,0,may,0.25
TN,Naming,0,may,0.23
MD,Naming,0,may,0.18
MN,Naming,0,may,0.23
NY,Announcements,0,may,0.13
NC,Announcements,0,may,0.16
NC,Exercise science,0,may,0.09
NJ,Exercise science,0,may,0.11
NY,Exercise science,0,may,0.12
FL,Exercise science,0,may,0.07
GA,Exercise science,0,may,0.07
TX,Translation studies,0,may,0.02
FL,Transcript summarization,0,may,0.2
MO,Transcript summarization,0,may,0.2
UT,Agent architecture,0,may,0.29
NJ,Agent architecture,0,may,0.25
FL,Agent architecture,0,may,0.34
OH,Agent architecture,0,may,0.25
VA,Agent architecture,0,may,0.32
NV,Agent architecture,0,may,0.4
WI,Agent architecture,0,may,0.27
WA,Agent architecture,0,may,0.31
NY,Agent architecture,0,may,0.26
CA,Footwear,0,may,0.07
NV,Marketing copy,0,may,1.5
NE,Marketing copy,0,may,1.24
CT,Marketing copy,0,may,1.11
NC,Marketing copy,0,may,1.61
ME,Marketing copy,0,may,1.96
OH,Marketing copy,0,may,1.15
UT,Data analysis,1,may,0.83
HI,Data analysis,1,may,0.54
MN,Data analysis,1,may,0.63
KY,Data analysis,1,may,0.78
VA,Data analysis,1,may,0.85
DC,Data analysis,1,may,1.17
FL,Data analysis,1,may,0.64
IN,Data analysis,1,may,0.79
NH,Data analysis,1,may,0.94
AR,Data analysis,1,may,0.76
MD,Data analysis,1,may,0.76
PR,Data analysis,1,may,0.45
OH,Calculus,0,may,0.09
MA,Calculus,0,may,0.14
WA,Calculus,0,may,0.08
TX,Software recommendations,0,may,0.06
CA,Software recommendations,0,may,0.05
UT,Feature implementation,0,may,0.7
RI,Feature implementation,0,may,0.61
IN,Feature implementation,0,may,0.68
CO,Proofreading,0,may,0.43
MN,Proofreading,0,may,0.37
IN,Proofreading,0,may,0.48
CT,Proofreading,0,may,0.45
NY,Proofreading,0,may,0.47
CA,Proofreading,0,may,0.43
WI,Proofreading,0,may,0.29
CA,Simulation bugs,0,may,0.04
IL,Computer architecture,0,may,0.06
CA,Window treatments,0,may,0.01
FL,Document translation,0,may,0.03
NY,Document translation,0,may,0.02
KS,Document analysis,0,may,0.45
MI,Document analysis,0,may,0.53
NC,Document analysis,0,may,0.54
NY,Document analysis,0,may,0.51
KY,Document analysis,0,may,0.5
MA,Document analysis,0,may,0.54
WI,Document analysis,0,may,0.37
NY,Fantasy sports,0,may,0.13
NC,Fantasy sports,0,may,0.13
MD,Fantasy sports,0,may,0.11
FL,Airport operations,0,may,0.05
MD,Outdoor recreation equipment,0,may,0.12
NY,Outdoor recreation equipment,0,may,0.07
TN,Outdoor recreation equipment,0,may,0.14
AZ,Outdoor recreation equipment,0,may,0.13
CA,Ad campaigns,1,may,0.05
NY,Sales and revenue ops — other,1,may,0.33
MN,Sales and revenue ops — other,1,may,0.25
AZ,Sales and revenue ops — other,1,may,0.37
KY,Post copywriting,0,may,2.03
MO,Post copywriting,0,may,1.6
AZ,Post copywriting,0,may,1.81
MN,Post copywriting,0,may,1.12
WI,Post copywriting,0,may,1.47
WA,Trade setup analysis,0,may,0.11
NJ,Trade setup analysis,0,may,0.07
NC,Taxation,0,may,0.15
PA,Taxation,0,may,0.09
CA,Brakes,0,may,0.01
MD,Transcript summarization,0,may,0.18
AZ,Transcript summarization,0,may,0.19
TN,Transcript summarization,0,may,0.22
PA,Transcript summarization,0,may,0.19
CT,Agent architecture,0,may,0.25
SC,Agent architecture,0,may,0.35
TN,Agent architecture,0,may,0.23
AZ,Agent architecture,0,may,0.34
IL,Agent architecture,0,may,0.24
PA,Agent architecture,0,may,0.3
MA,Footwear,0,may,0.11
NJ,Footwear,0,may,0.08
CO,Marketing copy,0,may,1.54
MD,Marketing copy,0,may,1.24
OR,Marketing copy,0,may,1.74
MA,Marketing copy,0,may,0.95
LA,Marketing copy,0,may,1.34
AZ,Marketing copy,0,may,1.69
CA,Coverage questions,0,may,0.06
WA,Coffee brewing,0,may,0.06
PA,Coffee brewing,0,may,0.06
CA,Hygiene,0,may,0.02
MT,Business correspondence,0,may,2.26
NJ,Business correspondence,0,may,2.26
AR,Business correspondence,0,may,2
NV,Business correspondence,0,may,1.68
KY,Business correspondence,0,may,1.42
OR,Business correspondence,0,may,2.07
VT,Business correspondence,0,may,2.6
IA,Business correspondence,0,may,1.41
NH,Business correspondence,0,may,1.91
NC,Structured drafting,0,may,0.4
CO,Structured drafting,0,may,0.5
VA,Structured drafting,0,may,0.51
MA,Structured drafting,0,may,0.48
IN,Structured drafting,0,may,0.36
AZ,Structured drafting,0,may,0.44
UT,Structured drafting,0,may,0.45
TN,Structured drafting,0,may,0.39
ID,Structured drafting,0,may,0.62
FL,Structured drafting,0,may,0.38
LA,Business ideation,1,may,0.41
CA,Thesis writing,0,may,0.72
OH,Thesis writing,0,may,0.53
RI,Thesis writing,0,may,1.11
FL,Thesis writing,0,may,0.3
VA,Thesis writing,0,may,0.68
DC,Thesis writing,0,may,1.35
